CD_PRODCOM_2016|TX_PRODCOM_FR|TX_PRODCOM_NL|CD_UNIT|CD_TYPE
25.29.11.70|Réservoirs, foudres, cuves et récipients similaires en aluminium, pour toutes matières autres que des gaz comprimés ou liquéfiés, d’une contenance > 300 l (sans dispositifs mécaniques ou thermiques)|Reservoirs, voeders, kuipen en dergelijke bergingsmiddelen, van aluminium, met een inhoudsruimte > 300 l, voor ongeacht welke goederen (excl. die voor gecomprimeerd of vloeibaar gemaakt gas en die voorzien van een mechanische inrichting of van een inrichting om te koelen of te warmen)|kg|-
25.29.12.00|Récipients métalliques pour gaz comprimés ou liquéfiés|Bergingsmiddelen voor gecomprimeerd of vloeibaar gemaakt gas, van metaal|kg|-
25.30.11.10|Chaudières aquatubulaires (à l’exclusion des chaudières pour le chauffage central conçues pour produire à la fois de l’eau chaude et de la vapeur à basse pression)|Waterpijpketels (excl. ketels voor centrale verwarming die zowel heet water als lagedrukstoom kunnen produceren)|p/st|-
25.30.11.50|Chaudières à vapeur, y compris les chaudières mixtes (à l’exclusion des chaudières pour le chauffage central conçues pour produire à la fois de l’eau chaude et de la vapeur à basse pression)|Stoomketels (incl. hybride ketels) (excl. ketels voor centrale verwarming die zowel heet water als lagedrukstoom kunnen produceren en waterpijpketels)|p/st|-
25.30.11.70|Chaudières dites «à eau surchauffée» (à l’exclusion des chaudières pour le chauffage central conçues pour produire à la fois de l’eau chaude et de la vapeur à basse pression)|Ketels voor oververhit water (excl. ketels voor centrale verwarming die zowel heet water als lagedrukstoom kunnen produceren)|p/st|-
25.30.12.30|Appareils auxiliaires pour chaudières relevant des SH 8402 et 8403|Hulptoestellen voor ketels bedoeld bij de GS-posten 8402 en 8403|kg|-
25.30.12.50|Condenseurs pour machines à vapeur|Condensors voor stoommachines|kg|-
25.30.13.30|Parties de chaudières à vapeur et de chaudières dites «à eau surchauffée»|Delen van stoomketels en van ketels voor oververhit water|-|-
25.30.13.50|Parties d’appareils relevant des SH 8404 10 et 8404 20|Delen van hulptoestellen bedoeld bij de GS-onderverdelingen 8404.10 en 8404.20|-|-
25.30.21.00|Réacteurs nucléaires|Kernreactoren|kg|-
25.30.22.00|Parties de réacteurs nucléaires|Delen van kernreactoren|-|-
25.40.11.01|Chars et automobiles blindées de combat, armés ou non, et leurs parties|Gevechtswagens en pantserauto's, alsmede delen daarvan|kg|-
25.40.11.02|Armes de guerre autres que revolvers, pistolets et armes blanches|Oorlogswapens, andere dan revolvers, pistolen en blanke wapens|kg|-
25.40.12.30|Revolvers et pistolets (à l’exclusion des armes à usage militaire, des pistolets-mitrailleurs, des pistolets lance-fusées pour signalisation, des pistolets et revolvers pour le tir à blanc, des pistolets d’abattage, des armes à feu ne pouvant être chargées que par le canon, des pistolets à ressort, à air comprimé ou à gaz et les armes factices)|Revolvers en pistolen (excl. oorlogswapens, machinepistolen, pistolen voor lichtgranaten of voor het afvuren van losse patronen, slachtpistolen, vuurwapens die alleen via de loop kunnen worden geladen, wapens werkend met veer, perslucht of gas, imitatiewapens)|p/st|-
25.40.12.50|Fusils, carabines et armes à feu ne pouvant être chargées que par le canon, y compris les canardières, les armes combinées canon lisse/canon rayé et les cannes-fusils (à l’exclusion des armes à usage militaire)|Geweren en karabijnen, vuurwapens die alleen via de loop kunnen worden geladen (incl. ganzen- en eendenroeren, gecombineerde wapens met een gladde en een getrokken loop, geweerstokken (excl. oorlogswapens)|p/st|-
25.40.12.70|Armes à feu utilisant la déflagration de la poudre (à l’exclusion des armes à usage militaire)|Vuurwapens, waarbij de explosieve kracht van kruit benut wordt, n.e.g. (excl. oorlogswapens)|p/st|-
25.40.12.90|Autres armes (fusils, carabines et pistolets à ressort, à air comprimé, à gaz, matraques, etc.) (à l’exclusion des armes à usage militaire)|Andere wapens (geweren, karabijnen en pistolen, werkend met veer, perslucht of gas) (excl. oorlogswapens)|p/st|-
25.40.13.00|Cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches (à l’exclusion des articles à usage militaire)|Patronen en andere munitie en projectielen, alsmede delen daarvan, incl. hagel en proppen voor patronen (excl. die voor oorlogswapens)|kg|-
25.40.13.01|Bombes, grenades, torpilles, mines, missiles et similaires|Bommen, granaten, torpedo's, mijnen, raketten en andere munitie, enz.|kg|-
25.40.13.02|Cartouches et leurs parties pour pistolets mitrailleurs et autres armes de guerre|Andere patronen en delen daarvan (voor oorlogsdoeleinden)|p/st|-
25.40.14.00|Parties et accessoires de revolvers, pistolets, armes autres que de guerre et engins similaires|Delen en toebehoren van revolvers, pistolen en andere vuurwapens en dergelijke toestellen (excl. oorlogswapens)|-|-
25.40.14.31|Parties et accessoires pour armes de guerre du SH 9301|Delen en toebehoren van oorlogswapens van GS-post 9301|-|-
25.50.11.34|Arbres de transmission, vilebrequins, arbres à cames et manivelles (forgeage libre de l’acier); ouvrages du SH 7326; parties des machines, appareils, instruments et véhicules des SH 84, 85, 86, 87, 88, 90 (forgeage libre de l’acier)|Gesmede delen van ijzer of van staal, voor drijfwerkassen, nokkenassen, krukassen en krukken; werken bedoeld bij GS-post 7326; delen van macines, apparaten, toestellen en voertuigen bedoeld bij de GS-hofdstukken 84, 85, 86, 87 88 en 90 (smeedstukken van staal)|-|-
25.50.11.37|Parties de machines, appareils et engins mécaniques (forgeage libre des métaux non ferreux) (à l’exclusion des moteurs à piston, des turboréacteurs, des turbines à gaz, des appareils de manutention et de levage et des machines et véhicules utilisés dans l’industrie de la construction)|Gesmede delen van non-ferrometalen, voor machines en toestellen (excl. zuigermotoren, turbinestraalmotoren, andere gasturbines, hef- en hijsmachines en -toestellen en machines en voertuigen voor de bouwnijverheid)|-|-
25.50.11.51|Parties de véhicules routiers du SH 87 (extrusion à froid de l’acier)|Delen verkregen door koude extrusie van staal, voor voertuigen voor vervoer over land bedoeld bij GS-hoofdstuk 87|-|-
25.50.11.52|Arbres de transmission, vilebrequins, arbres à cames et manivelles (extrusion à froid de l’acier)|Delen verkregen door koude extrusie van staal, voor drijfwerkassen, nokkenassen, krukassen en krukken|-|-
25.50.11.53|Parties des moteurs à pistons et des organes mécaniques du SH 8483 (extrusion à froid de l’acier)|Delen verkregen door koude extrusie van staal, voor zuigermotoren en aandrijvingelementen bedoeld bij GS-post 8483|-|-
25.50.11.54|Parties de machines, appareils et engins mécaniques (à l’exclusion des moteurs à piston) (extrusion à froid de l’acier)|Delen verkregen door koude extrusie van staal, voor machines, toestellen en mechanische werktuigen (excl. die voor zuigermotoren)|-|-
25.50.11.56|Parties de machines, appareils et matériels électriques, d’appareils d’enregistrement ou de reproduction du son et d’appareils d’enregistrement ou de reproduction des images et du son en télévision (extrusion à froid de l’acier)|Delen verkregen door koude extrusie van staal, voor elektrische machines, apparaten en uitrustingsstukken, toestellen voor het opnemen of het weergeven van geluid, en toestellen voor het opnemen of het weergeven van beelden en geluid voor televisie|-|-
25.50.11.57|Ouvrages du SH 7326; parties de véhicules et matériel pour voies ferrées et de véhicules terrestres et aériens des SH 86, 87, 88 (extrusion à froid de l’acier)|Werken bedoeld bij GS-post 7326; delen van voertuigen voor spoor- en tramwegen en van materieel voor het bevestigen van bestanddelen van spoorbanen, van voertuigen voor vervoer over land en van lucht- en ruimtevaartuigen bedoeld bij de GS-hoofdstukken 86, 87 en 88|-|-
25.50.11.58|Parties des machines, appareils, instruments et véhicules des SH 84, 85, 86, 87, 88 et 90 (extrusion à froid des métaux non ferreux)|Delen van machines, toestellen en apparaten, gereedschappen en voertuigen, bedoeld bij de GS-hoofdstukken 84, 85, 87, 88 en 90, verkregen door koude extrusie van non-ferrometalen|-|-
25.50.12.10|Parties de véhicules routiers (à l’exclusion des locomotives et du matériel roulant) (estampage de l’acier)|Delen van stampwerk van staal, voor voertuigen voor vervoer over land (excl. die voor rollend materieel voor spoor- en tramwegen)|-|-
25.50.12.20|Arbres de transmission, vilebrequins, arbres à cames, manivelles, paliers (autres qu’à roulements incorporés) et coussinets (estampage de l’acier)|Delen van stampwerk van staal, voor drijfwerkassen, nokkenassen, krukassen en krukken, kussenblokken en lagerschalen (excl. die voor kussenblokken voorzien van kogel-, rol-, naald- of dergelijke lagers)|-|-
25.50.12.30|Parties des moteurs à pistons et des organes mécaniques du SH 8483 (estampage de l’acier)|Delen van stampwerk van staal, voor zuigermotoren en aandrijvingselementen bedoeld bij GS-post 8483|-|-
25.50.12.40|Parties des machines, appareils et outils destinés à l’agriculture, à la sylviculture et à l’horticulture (estampage de l’acier)|Delen van stampwerk van staal, voor machines en werktuigen voor de land-, tuin- en bosbouw|-|-
25.50.12.50|Parties des palans, treuils et cabestans, crics et vérins, chariots-gerbeurs, autres chariots de manutention munis d’un dispositif de levage, ascenseurs, escaliers mécaniques, transporteurs et téléphériques (estampage de l’acier)|Delen van stampwerk van staal, voor takels, lieren en kaapstanders, vijzels, vorkheftrucks, andere transportwagentjes met hef- of hanteerinrichting, liften, roltrappen, transportbanden en kabelbanen|-|-
25.50.12.60|Parties des machines et appareils mécaniques des SH 8426, 8429 et 8430 (estampage de l’acier)|Delen van stampwerk van staal, voor werktuigen, machines en toestellen bedoeld bij de GS-posten 8426, 8429 en 8430|-|-
25.50.12.70|Parties de machines, appareils et engins mécaniques (à l’exclusion des moteurs à piston, des turboréacteurs, des turbines à gaz, des appareils de manutention et de levage et des machines et véhicules utilisés dans l’industrie de la construction) (estampage de l’acier)|Delen van stampwerk van staal, voor machines en toestellen (excl. zuigermotoren, turbinestraalmotoren, andere gasturbines, hef- en hijsmachines en -toestellen en machines voor de bouwnijverheid)|-|-
25.50.12.80|Parties de véhicules ferroviaires ou de matériel roulant, de véhicules aériens ou spatiaux, de machines, appareils et matériels électriques et d’instruments et appareils d’optique, de photographie ou de cinématographie, de mesure, de contrôle ou de précision (estampage de l’acier)|Delen van stampwerk van staal, voor rollend materieel voor spoor- en tramwegen, voor lucht- en ruimtevaartuuigen, voor elektrische machines en toestellen, voor optische instrumenten, apparaten en toestellen, voor instrumenten, apparaten en toestellen voor de fotografie of de cinematografie, en voor meet-, verificatie-, controle- en precisie-instrumenten, -apparaten en -toestellen|-|-
25.50.12.90|Parties des machines, appareils, instruments et véhicules des SH 84, 85, 86, 87, 88 et 90 (estampage des métaux non ferreux)|Delen van stampwerk van non-ferrometalen, voor machines, apparaten, toestellen en voertuigen bedoeld bij de GS-hoofdstukken 84, 85, 86, 87, 88 en 90|-|-
25.50.13.10|Parties de véhicules routiers (à l’exclusion des locomotives et du matériel roulant) (travail des tôles en aciers)|Delen van voertuigen voor vervoer over land (excl. rollend materieel voor spoor- en tramwegen), verkregen door persen, trekken of stansen van staal|-|-
25.50.13.20|Parties des moteurs à pistons et des organes mécaniques du SH 8483 (travail des tôles en aciers)|Delen van zuigermotoren en aandrijvingselementen bedoeld bij GS-post 8483, verkregen door persen, trekken of stansen van staal|-|-
25.50.13.30|Parties de machines, appareils et engins mécaniques (à l’exclusion des moteurs à piston) (travail des tôles en aciers)|Delen van machines en mechanische toestellen (excl. zuigermotoren), verkregen door persen, trekken of stansen van staal|-|-
25.50.13.40|Parties de machines, appareils et matériels électriques, d’appareils d’enregistrement ou de reproduction du son et d’appareils d’enregistrement ou de reproduction des images et du son en télévision (travail des tôles en aciers)|Delen van elektrische machines, apparaten en uitrustingsstukken, toestellen voor het opnemen of het weergeven van geluid, en toestellen voor het opnemen of het weergeven van beelden en geluid voor televisie, verkregen door persen, trekken of stansen van staal|-|-
25.50.13.50|Articles des SH 7323 et 7326; parties de meubles du SH 9403; parties de véhicules et d’appareils pour voies ferrées du SH 86; appareils du SH 90 (travail des tôles métaux non fer.)|Delen van artikelen bedoeld bij de GS-posten 7323 en 7326, van meubelen bedoeld bij GS-post 9403, van voertuigen voor vervoer over land, van vast materieel voor spoor- en tramwegen en van toestellen bedoeld bij GS-hoofdstuk 90, verkregen door persen, trekken of stansen van non-ferrometalen|-|-
25.50.13.70|Articles d’économie domestique; parties de machines, appareils, meubles et véhicules des SH 84, 85, 86, 88 et 94 (travail des tôles en métaux non ferreux)|Delen van huishoudelijke artikelen en van mechanische werktuigen, toestellen, meubelen en voertuigen bedoeld bij de GS-hoofdstukken 84, 85, 86, 88 en 94, verkregen door persen, trekken of stansen van non-ferrometalen|-|-
25.50.20.20|Produits de la métallurgie des poudres d’aciers|Producten van de poedermetallurgie, van staal|-|-
25.50.20.80|Parties des articles des SH 84, 85, 86, 87, 88 et 90 (produits de la métallurgie des poudres de métaux non ferreux)|Delen van artikelen bedoeld bij de GS-hoofdstukken 84, 85, 86, 87, 88 en 90, vervaardigd door middel van poedermetallurgie, van non-ferrometalen|-|-
