Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal zeer langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,172,569,30.22847
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,6,27,22.22222
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,7,46,15.21739
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,161,535,30.09346
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,6,30,20.0
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,8,47,17.02128
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,155,563,27.53108
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,4,29,13.7931
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,9,55,16.36364
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,180,601,29.95008
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,4,34,11.76471
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,10,58,17.24138
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,198,613,32.30016
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,7,36,19.44444
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,14,58,24.13793
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,205,547,37.47715
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,9,32,28.125
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,13,51,25.4902
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,209,526,39.73384
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,10,40,25.0
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,16,65,24.61538
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,194,491,39.5112
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,7,30,23.33333
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,17,72,23.61111
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,184,466,39.48498
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,8,29,27.58621
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,20,71,28.16901
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,195,512,38.08594
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,8,39,20.51282
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,28,83,33.73494
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,197,471,41.8259
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,9,33,27.27273
Middelkerke,35011,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,25,65,38.46154
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,697,2810,24.80427
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,32,192,16.66667
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,98,784,12.5
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,763,2877,26.52068
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,35,213,16.43192
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,135,945,14.28571
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,817,2696,30.30415
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,44,204,21.56863
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,169,941,17.95962
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,760,2465,30.83164
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,45,176,25.56818
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,167,925,18.05405
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,720,2542,28.32415
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,43,214,20.09346
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,190,987,19.25025
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,777,2657,29.24351
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,48,267,17.97753
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,219,1144,19.14336
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,876,2578,33.97983
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,72,296,24.32432
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,249,1126,22.11368
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,916,2390,38.32636
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,79,280,28.21429
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,269,1157,23.24978
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,867,2230,38.87892
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,77,285,27.01754
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,301,1292,23.29721
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,813,2022,40.20772
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,72,274,26.27737
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,317,1272,24.92138
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,796,1930,41.24352
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,74,269,27.50929
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,336,1303,25.78665
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,775,1966,39.42014
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,86,316,27.21519
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,355,1391,25.52121
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,759,1779,42.66442
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,91,271,33.57934
Oostende,35013,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,373,1217,30.64914
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,62,238,26.05042
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,1,4,25.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,2,14,14.28571
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,61,234,26.06838
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,1,6,16.66667
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,2,12,16.66667
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,59,202,29.20792
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,1,6,16.66667
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,3,15,20.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,56,195,28.71795
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,1,7,14.28571
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,2,15,13.33333
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,53,214,24.76636
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,1,5,20.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,2,17,11.76471
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,52,218,23.85321
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,2,11,18.18182
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,3,18,16.66667
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,60,237,25.31646
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,2,11,18.18182
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,3,20,15.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,65,201,32.33831
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,3,10,30.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,5,20,25.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,60,185,32.43243
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,1,7,14.28571
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,5,29,17.24138
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,53,167,31.73653
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,2,7,28.57143
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,6,32,18.75
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,49,158,31.01266
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,3,10,30.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,6,29,20.68966
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,52,183,28.4153
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,3,12,25.0
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,7,30,23.33333
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,57,161,35.40373
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,1,9,11.11111
Oudenburg,35014,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,8,33,24.24242
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,93,407,22.85012
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,4,22,18.18182
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,4,34,11.76471
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,107,426,25.11737
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,5,23,21.73913
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,6,38,15.78947
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,115,383,30.02611
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,7,26,26.92308
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,6,51,11.76471
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,107,342,31.28655
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,3,22,13.63636
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,5,42,11.90476
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,107,373,28.68633
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,4,20,20.0
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,3,33,9.09091
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,113,392,28.82653
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,3,23,13.04348
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,5,37,13.51351
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,127,392,32.39796
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,6,27,22.22222
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,5,40,12.5
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,127,340,37.35294
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,9,31,29.03226
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,6,49,12.2449
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,116,315,36.8254
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,9,32,28.125
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,7,60,11.66667
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,102,297,34.34343
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,9,25,36.0
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,8,47,17.02128
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,98,280,35.0
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,8,20,40.0
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,12,61,19.67213
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,100,294,34.01361
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,6,21,28.57143
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,16,67,23.8806
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,96,257,37.35409
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,4,20,20.0
De Haan,35029,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,17,51,33.33333
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,40,189,21.16402
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,0,6,0.0
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,1,9,11.11111
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,43,190,22.63158
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,1,10,10.0
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,1,10,10.0
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,40,173,23.12139
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,1,12,8.33333
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,2,12,16.66667
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,39,169,23.07692
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,1,11,9.09091
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,2,17,11.76471
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,36,188,19.14894
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,2,15,13.33333
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,2,17,11.76471
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,44,183,24.04372
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,2,13,15.38462
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,3,14,21.42857
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,48,172,27.90698
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,2,13,15.38462
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,4,15,26.66667
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,44,146,30.13699
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,1,21,4.7619
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,3,16,18.75
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,30,128,23.4375
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,1,15,6.66667
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,4,18,22.22222
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,29,125,23.2
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,1,13,7.69231
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,4,15,26.66667
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,30,126,23.80952
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,1,14,7.14286
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,4,17,23.52941
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,34,129,26.35659
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,2,18,11.11111
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,5,17,29.41176
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,41,117,35.04274
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,1,20,5.0
Hooglede,36006,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,2,15,13.33333
Ingelmunster,36007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,68,248,27.41935
Ingelmunster,36007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,0,7,0.0
Ingelmunster,36007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,2,22,9.09091
