Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Sector,Aantal loontrekkenden,Totaal aantal loontrekkenden,Procent
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Quartair,2116,5633,0.375644
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Secundair,346,5633,0.0614238
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Tertiair,3159,5633,0.560802
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Primair,11,4255,0.00258519
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Quartair,1612,4255,0.378848
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Secundair,207,4255,0.0486486
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Tertiair,2425,4255,0.569918
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,16,28444,0.000562509
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,14127,28444,0.49666
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,2008,28444,0.0705949
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,12293,28444,0.432183
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Primair,11,6033,0.00182331
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Quartair,2184,6033,0.362009
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Secundair,364,6033,0.0603348
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Tertiair,3474,6033,0.575833
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Andere landen                                     ,Primair,12,4675,0.00256684
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Andere landen                                     ,Quartair,1759,4675,0.376257
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Andere landen                                     ,Secundair,257,4675,0.0549733
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Andere landen                                     ,Tertiair,2647,4675,0.566203
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,15,28145,0.000532954
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,13927,28145,0.49483
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,2028,28145,0.0720554
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,12175,28145,0.432581
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Niet-EU,Primair,12,6520,0.00184049
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Niet-EU,Quartair,2365,6520,0.36273
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Niet-EU,Secundair,431,6520,0.0661043
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2019,Niet-EU,Tertiair,3712,6520,0.569325
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,20,28105,0.000711617
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,13988,28105,0.497705
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,2034,28105,0.0723715
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,12063,28105,0.429212
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,Niet-EU,Primair,10,7076,0.00141323
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,Niet-EU,Quartair,2526,7076,0.356981
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,Niet-EU,Secundair,479,7076,0.0676936
Leuven,24062,Ja,"Loontrekkenden, naar sector, naar herkomst",2020,Niet-EU,Tertiair,4061,7076,0.573912
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,11,4894,0.00224765
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,2239,4894,0.457499
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,576,4894,0.117695
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,2068,4894,0.422558
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,12,4722,0.0025413
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,2180,4722,0.461669
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,550,4722,0.116476
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,1980,4722,0.419314
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,10,4712,0.00212224
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,2181,4712,0.462861
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,546,4712,0.115874
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,1975,4712,0.419143
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,10,4686,0.00213402
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,2172,4686,0.463508
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,527,4686,0.112463
Lubbeek,24066,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,1977,4686,0.421895
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,14,5769,0.00242676
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,2447,5769,0.424164
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,889,5769,0.154099
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,2419,5769,0.41931
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,11,5742,0.00191571
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,2494,5742,0.434343
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,871,5742,0.151689
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,2366,5742,0.412052
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,13,5825,0.00223176
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,2536,5825,0.435365
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,851,5825,0.146094
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,2425,5825,0.416309
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,10,5884,0.00169952
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,2526,5884,0.4293
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,865,5884,0.147009
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,2483,5884,0.421992
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,11,6032,0.00182361
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,2716,6032,0.450265
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,742,6032,0.123011
Rotselaar,24094,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,2563,6032,0.424901
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,76,11139,0.00682287
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,4840,11139,0.434509
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,1849,11139,0.165993
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,4374,11139,0.392674
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Primair,10,451,0.0221729
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Quartair,148,451,0.32816
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Secundair,76,451,0.168514
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Tertiair,217,451,0.481153
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,85,10991,0.0077336
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,4878,10991,0.443818
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,1762,10991,0.160313
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,4266,10991,0.388136
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Primair,13,509,0.0255403
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Quartair,183,509,0.359528
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Secundair,70,509,0.137525
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Tertiair,243,509,0.477407
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,75,10973,0.00683496
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,4760,10973,0.433792
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,1685,10973,0.153559
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,4453,10973,0.405814
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Primair,10,332,0.0301205
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Quartair,113,332,0.340361
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Secundair,35,332,0.105422
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Tertiair,174,332,0.524096
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,76,10839,0.00701172
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,4718,10839,0.43528
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,1667,10839,0.153796
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,4378,10839,0.403912
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Primair,15,680,0.0220588
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Quartair,211,680,0.310294
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Secundair,85,680,0.125
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Tertiair,369,680,0.542647
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Primair,13,380,0.0342105
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Quartair,131,380,0.344737
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Secundair,39,380,0.102632
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Tertiair,197,380,0.518421
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,82,10834,0.00756876
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,4744,10834,0.437881
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,1633,10834,0.150729
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,4375,10834,0.403821
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Primair,17,736,0.0230978
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Quartair,236,736,0.320652
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Secundair,92,736,0.125
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Tertiair,391,736,0.53125
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Primair,14,444,0.0315315
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Quartair,149,444,0.335586
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Secundair,45,444,0.101351
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Tertiair,236,444,0.531532
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,12,10777,0.00111348
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,4745,10777,0.44029
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,1608,10777,0.149207
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,4412,10777,0.40939
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Primair,14,818,0.0171149
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Quartair,255,818,0.311736
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Secundair,105,818,0.128362
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Tertiair,444,818,0.542787
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Primair,11,496,0.0221774
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Quartair,166,496,0.334677
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Secundair,55,496,0.110887
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Tertiair,264,496,0.532258
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,11,10713,0.00102679
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,4725,10713,0.441053
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,1580,10713,0.147484
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,4397,10713,0.410436
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Primair,12,904,0.0132743
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Quartair,279,904,0.308628
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Secundair,123,904,0.136062
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Tertiair,490,904,0.542035
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Primair,12,545,0.0220183
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Quartair,176,545,0.322936
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Secundair,61,545,0.111927
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Tertiair,296,545,0.543119
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,13,10719,0.0012128
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,4724,10719,0.440713
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,1586,10719,0.147962
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,4396,10719,0.410113
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Primair,15,969,0.0154799
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Quartair,296,969,0.30547
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Secundair,132,969,0.136223
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Tertiair,526,969,0.542828
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Primair,14,606,0.0231023
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Quartair,214,606,0.353135
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Secundair,64,606,0.105611
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Tertiair,314,606,0.518152
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,14,10628,0.00131728
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,4703,10628,0.44251
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,1531,10628,0.144053
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,4380,10628,0.412119
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Primair,15,1058,0.0141777
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Quartair,350,1058,0.330813
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Secundair,135,1058,0.127599
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Tertiair,558,1058,0.52741
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Primair,10,718,0.0139276
Tienen,24107,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Quartair,260,718,0.362117
