Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,61,170,35.88235
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,2,11,18.18182
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,4,12,33.33333
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,58,173,33.52601
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,4,15,26.66667
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,5,20,25.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,63,176,35.79545
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,4,13,30.76923
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,11,32,34.375
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,63,157,40.12739
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,5,13,38.46154
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,11,32,34.375
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,72,155,46.45161
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,5,18,27.77778
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,10,36,27.77778
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,73,167,43.71257
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,7,17,41.17647
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,14,35,40.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,79,145,54.48276
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,10,20,50.0
Oud-Heverlee,24086,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,15,37,40.54054
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,135,335,40.29851
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,4,18,22.22222
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,10,24,41.66667
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,136,342,39.76608
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,5,20,25.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,9,24,37.5
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,134,337,39.76261
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,6,22,27.27273
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,7,23,30.43478
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,124,315,39.36508
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,6,21,28.57143
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,5,19,26.31579
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,117,338,34.61538
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,7,25,28.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,5,26,19.23077
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,142,374,37.96791
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,9,22,40.90909
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,11,28,39.28571
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,167,380,43.94737
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,11,24,45.83333
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,8,25,32.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,165,344,47.96512
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,9,20,45.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,6,26,23.07692
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,142,314,45.22293
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,10,25,40.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,11,32,34.375
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,138,308,44.80519
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,11,25,44.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,15,36,41.66667
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,149,303,49.17492
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,14,28,50.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,15,30,50.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,161,306,52.61438
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,12,20,60.0
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,15,37,40.54054
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,148,258,57.36434
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,9,21,42.85714
Rotselaar,24094,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,21,44,47.72727
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,113,312,36.21795
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,23,62,37.09677
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,21,67,31.34328
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,137,330,41.51515
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,28,75,37.33333
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,24,82,29.26829
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,123,297,41.41414
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,30,74,40.54054
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,31,89,34.83146
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,113,283,39.92933
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,30,67,44.77612
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,35,107,32.71028
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,116,295,39.32203
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,24,67,35.8209
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,35,98,35.71429
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,125,297,42.08754
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,28,72,38.88889
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,40,111,36.03604
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,129,286,45.1049
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,27,63,42.85714
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,50,108,46.2963
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,119,277,42.96029
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,27,68,39.70588
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,54,111,48.64865
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,110,270,40.74074
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,27,66,40.90909
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,49,120,40.83333
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,102,248,41.12903
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,27,65,41.53846
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,58,128,45.3125
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,88,243,36.21399
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,19,59,32.20339
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,54,128,42.1875
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,101,244,41.39344
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,26,77,33.76623
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,64,132,48.48485
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,109,218,50.0
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,34,70,48.57143
Tervuren,24104,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,70,130,53.84615
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,431,1067,40.39363
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,20,64,31.25
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,60,179,33.51955
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,501,1137,44.06332
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,24,74,32.43243
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,70,212,33.01887
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,470,1028,45.71984
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,24,70,34.28571
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,84,222,37.83784
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,457,975,46.87179
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,23,83,27.71084
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,93,244,38.11475
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,444,967,45.9152
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,30,94,31.91489
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,111,277,40.0722
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,475,1011,46.98318
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,42,124,33.87097
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,130,303,42.90429
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,500,976,51.22951
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,42,104,40.38462
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,140,328,42.68293
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,465,922,50.43384
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,46,96,47.91667
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,163,348,46.83908
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,454,882,51.47392
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,38,84,45.2381
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,151,354,42.65537
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,445,818,54.40098
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,36,85,42.35294
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,174,381,45.66929
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,431,757,56.93527
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,40,93,43.01075
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,182,377,48.27586
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,409,776,52.70619
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,49,103,47.57282
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,181,429,42.19114
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,423,717,58.99582
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,58,97,59.79381
Tienen,24107,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,215,432,49.76852
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,146,333,43.84384
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,2,10,20.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,6,20,30.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,162,351,46.15385
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,4,13,30.76923
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,6,21,28.57143
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,151,336,44.94048
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,3,9,33.33333
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,6,19,31.57895
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,146,330,44.24242
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,3,10,30.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,5,18,27.77778
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,147,344,42.73256
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,5,13,38.46154
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,10,31,32.25806
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,159,352,45.17045
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,5,19,26.31579
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,9,25,36.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,160,346,46.24277
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,9,17,52.94118
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,5,22,22.72727
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,150,329,45.59271
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,5,16,31.25
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,11,19,57.89474
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,135,282,47.87234
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,5,17,29.41176
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,6,20,30.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,145,304,47.69737
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,7,14,50.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,8,19,42.10526
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,148,287,51.56794
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,8,17,47.05882
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,9,27,33.33333
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,142,294,48.29932
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,9,20,45.0
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,11,24,45.83333
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,147,255,57.64706
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,7,17,41.17647
Tremelo,24109,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,13,24,54.16667
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,102,250,40.8
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,3,9,33.33333
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,5,21,23.80952
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,109,248,43.95161
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,5,14,35.71429
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,8,33,24.24242
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,105,240,43.75
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,8,13,61.53846
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,16,35,45.71429
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,100,212,47.16981
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,5,13,38.46154
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,16,38,42.10526
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,92,224,41.07143
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,4,15,26.66667
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,19,36,52.77778
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,103,228,45.17544
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,5,15,33.33333
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,16,30,53.33333
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,106,226,46.90265
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,4,9,44.44444
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,13,24,54.16667
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,98,196,50.0
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,4,14,28.57143
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,16,33,48.48485
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,84,176,47.72727
Zoutleeuw,24130,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,5,13,38.46154
