Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal meerderjarige nieuwkomers naar doelgroep,Aantal meerderjarige nieuwkomers,Procent
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,7,40,0.175
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,36,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,30,36,0.83333
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,6,36,0.16667
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,63,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,48,63,0.7619
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,15,63,0.2381
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,48,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,30,48,0.625
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,18,48,0.375
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,63,0.01587
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,42,63,0.66667
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,20,63,0.31746
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,65,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,50,65,0.76923
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,15,65,0.23077
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,74,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,62,74,0.83784
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,12,74,0.16216
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,48,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,37,48,0.77083
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,11,48,0.22917
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,51,0.0
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,38,51,0.7451
Nieuwpoort,38016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,13,51,0.2549
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,20,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,13,20,0.65
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,7,20,0.35
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,25,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,20,25,0.8
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,5,25,0.2
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,24,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,18,24,0.75
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,6,24,0.25
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,28,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,23,28,0.82143
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,5,28,0.17857
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,43,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,34,43,0.7907
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,9,43,0.2093
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,46,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,36,46,0.78261
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,10,46,0.21739
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,32,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,22,32,0.6875
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,10,32,0.3125
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,36,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,24,36,0.66667
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,12,36,0.33333
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,41,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,41,0.02439
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,25,41,0.60976
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,15,41,0.36585
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,20,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,15,20,0.75
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,5,20,0.25
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,20,0.0
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,15,20,0.75
Veurne,38025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,5,20,0.25
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,10,406,0.02463
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,241,406,0.5936
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,155,406,0.38177
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,10,399,0.02506
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,288,399,0.7218
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,101,399,0.25313
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,9,398,0.02261
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,295,398,0.74121
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,94,398,0.23618
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,12,444,0.02703
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,340,444,0.76577
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,92,444,0.20721
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,14,455,0.03077
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,324,455,0.71209
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,117,455,0.25714
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,11,611,0.018
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,435,611,0.71195
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,165,611,0.27005
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,22,591,0.03723
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,427,591,0.7225
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,142,591,0.24027
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,5,595,0.0084
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,21,595,0.03529
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,404,595,0.67899
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,165,595,0.27731
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,8,713,0.01122
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,38,713,0.0533
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,534,713,0.74895
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,133,713,0.18654
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,3,599,0.00501
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,447,599,0.74624
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,149,599,0.24875
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,5,471,0.01062
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,301,471,0.63907
Aalst,41002,Ja,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,165,471,0.35032
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,2,70,0.02857
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,44,70,0.62857
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,24,70,0.34286
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,65,0.0
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,52,65,0.8
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,13,65,0.2
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,48,0.0
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,45,48,0.9375
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,3,48,0.0625
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,50,0.0
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,44,50,0.88
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,6,50,0.12
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,2,53,0.03774
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,44,53,0.83019
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,7,53,0.13208
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,85,0.01176
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,62,85,0.72941
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,22,85,0.25882
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,3,89,0.03371
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,66,89,0.74157
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,20,89,0.22472
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,114,0.00877
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,3,114,0.02632
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,84,114,0.73684
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,26,114,0.22807
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,110,0.0
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,4,110,0.03636
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,75,110,0.68182
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,31,110,0.28182
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,3,116,0.02586
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,72,116,0.62069
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,41,116,0.35345
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,92,0.0
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,66,92,0.71739
Denderleeuw,41011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,26,92,0.28261
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,72,0.0
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,16,72,0.22222
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,56,72,0.77778
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,1,76,0.01316
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,42,76,0.55263
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,33,76,0.43421
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,6,65,0.09231
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,37,65,0.56923
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,22,65,0.33846
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,2,72,0.02778
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,49,72,0.68056
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,21,72,0.29167
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,58,0.01724
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,24,58,0.41379
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,33,58,0.56897
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,100,0.0
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,48,100,0.48
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,52,100,0.52
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,117,0.00855
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,63,117,0.53846
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,53,117,0.45299
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,86,0.02326
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,44,86,0.51163
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,38,86,0.44186
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,101,0.0099
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,4,101,0.0396
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,65,101,0.64356
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,31,101,0.30693
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,2,112,0.01786
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,55,112,0.49107
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,55,112,0.49107
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,95,0.0
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,56,95,0.58947
Geraardsbergen,41018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,39,95,0.41053
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,34,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,27,34,0.79412
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,7,34,0.20588
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,26,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,16,26,0.61538
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,10,26,0.38462
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,41,0.02439
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,31,41,0.7561
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,9,41,0.21951
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,1,26,0.03846
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,20,26,0.76923
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,5,26,0.19231
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,22,0.04545
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,18,22,0.81818
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,3,22,0.13636
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,38,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,28,38,0.73684
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,10,38,0.26316
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,29,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,22,29,0.75862
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,7,29,0.24138
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,52,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,52,0.01923
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,41,52,0.78846
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,10,52,0.19231
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,26,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,26,0.03846
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,17,26,0.65385
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,8,26,0.30769
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,31,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,21,31,0.67742
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,10,31,0.32258
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,29,0.0
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,22,29,0.75862
Haaltert,41024,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,7,29,0.24138
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,19,0.0
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,5,19,0.26316
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,14,19,0.73684
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,2,22,0.09091
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,13,22,0.59091
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,7,22,0.31818
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,32,0.03125
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,19,32,0.59375
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,12,32,0.375
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,2,8,0.25
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,6,8,0.75
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,0,8,0.0
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,23,0.04348
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,15,23,0.65217
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,7,23,0.30435
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,54,0.0
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,43,54,0.7963
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,11,54,0.2037
Herzele,41027,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,42,0.0
