Gemeente,NIS-code,Centrumstad?,Indicator,Soort aangifte,Jaar,Aantal individuele fiscale aangiften met een netto belastbaar inkomen lager dan 10.000 euro en aantal gemeenschappelijke aangiften met een netto belastbaar inkomen lager dan 20.000 euro,Aantal individuele fiscale aangiften en aantal gemeenschappelijke aangiften,Procent
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,834,8804,0.0947297
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2454,12535,0.195772
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,737,8882,0.0829768
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2515,12612,0.199413
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,641,8958,0.0715562
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,2396,12804,0.187129
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,536,8973,0.0597348
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2460,12917,0.190447
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,462,8980,0.0514477
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,2238,12847,0.174204
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,318,8981,0.0354081
Waregem,34040,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,2191,13066,0.167687
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1243,7347,0.169185
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2426,10104,0.240103
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1131,7335,0.154192
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2463,10293,0.239289
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,1009,7358,0.13713
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2379,10285,0.231308
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,810,7308,0.110837
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2114,10061,0.210118
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,681,7337,0.0928172
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2090,10061,0.207733
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,593,7408,0.0800486
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1978,10147,0.194934
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,585,7459,0.0784287
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1992,10052,0.19817
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,476,7486,0.0635854
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1952,10093,0.193401
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,373,7497,0.0497532
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1874,10043,0.186598
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,301,7475,0.0402676
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1909,10073,0.189517
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,232,7508,0.0309004
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1802,10034,0.179589
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,187,7530,0.024834
Wevelgem,34041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1684,9965,0.168991
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,878,5853,0.150009
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1866,7489,0.249165
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,785,5838,0.134464
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1880,7571,0.248316
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,684,5812,0.117688
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1748,7607,0.229788
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,545,5853,0.0931146
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1519,7412,0.204938
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,475,5936,0.0800202
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1473,7384,0.199485
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,401,5908,0.0678741
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1410,7455,0.189135
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,382,5902,0.0647238
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1403,7514,0.186718
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,334,5905,0.0565622
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1454,7615,0.190939
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,281,5923,0.0474422
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1381,7715,0.179002
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,233,5931,0.0392851
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1467,7788,0.188367
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,183,5978,0.0306122
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1425,7801,0.182669
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,143,5984,0.0238971
Zwevegem,34042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1365,7812,0.174731
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,71,415,0.171084
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,189,741,0.255061
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,67,409,0.163814
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,190,762,0.249344
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,56,409,0.136919
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,165,752,0.219415
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,48,415,0.115663
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,162,753,0.215139
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,50,414,0.120773
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,168,756,0.222222
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,40,406,0.0985222
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,161,779,0.206675
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,38,406,0.0935961
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,138,765,0.180392
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,32,404,0.0792079
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,154,776,0.198454
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,27,413,0.0653753
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,162,766,0.211488
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,24,414,0.057971
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,156,738,0.211382
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,20,417,0.0479616
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,169,754,0.224138
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,16,414,0.0386473
Spiere-Helkijn,34043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,145,765,0.189542
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,537,3623,0.14822
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1399,5910,0.236717
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,524,3689,0.142044
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1444,5984,0.24131
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,462,3740,0.123529
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1257,5854,0.214725
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,386,3801,0.101552
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1135,5792,0.19596
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,333,3853,0.0864262
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1080,5873,0.183892
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,308,3890,0.0791774
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1058,6129,0.172622
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,289,3922,0.0736869
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1081,6184,0.174806
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,262,3938,0.0665312
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1089,6246,0.174352
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,244,4005,0.0609238
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1101,6416,0.171602
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,189,4067,0.0464716
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1097,6491,0.169003
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,184,4098,0.0449
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1024,6481,0.158
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,128,4105,0.0311815
Bredene,35002,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,940,6478,0.145107
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,527,2685,0.196276
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1097,3918,0.27999
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,486,2705,0.179667
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1069,3954,0.270359
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,439,2698,0.162713
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,967,3938,0.245556
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,356,2733,0.13026
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,815,3794,0.214813
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,289,2734,0.105706
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,846,3836,0.220542
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,267,2745,0.0972678
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,849,3918,0.216692
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,249,2743,0.0907765
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,798,3920,0.203571
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,234,2764,0.0846599
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,779,3956,0.196916
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,178,2779,0.0640518
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,791,4067,0.194492
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,158,2790,0.0566308
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,808,4105,0.196833
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,127,2764,0.0459479
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,771,4156,0.185515
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,89,2774,0.0320836
Gistel,35005,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,736,4082,0.180304
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,773,3358,0.230197
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1080,4391,0.245958
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,701,3370,0.208012
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1047,4430,0.236343
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,622,3379,0.184078
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,956,4355,0.219518
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,511,3368,0.151722
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,804,4246,0.189355
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,456,3387,0.134632
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,788,4244,0.185674
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,364,3351,0.108624
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,780,4352,0.179228
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,346,3403,0.101675
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,773,4269,0.181073
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,311,3396,0.0915783
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,769,4252,0.180856
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,239,3397,0.0703562
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,794,4325,0.183584
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,199,3412,0.0583236
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,780,4378,0.178164
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,165,3395,0.0486009
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,746,4395,0.169738
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,132,3371,0.0391575
Ichtegem,35006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,690,4434,0.155616
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1019,4265,0.238921
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1668,7393,0.225619
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,948,4268,0.222118
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1639,7612,0.215318
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,861,4299,0.200279
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1467,7593,0.193204
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,731,4279,0.170834
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1232,7423,0.165971
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,655,4332,0.1512
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1208,7522,0.160596
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,603,4359,0.138334
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1233,7810,0.157875
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,581,4327,0.134273
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1222,7973,0.153267
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,478,4302,0.111111
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1213,7955,0.152483
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,401,4320,0.0928241
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1216,8097,0.150179
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,336,4332,0.0775623
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1218,8101,0.150352
Middelkerke,35011,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,284,4366,0.0650481
